距離 STOP_DISTANCE68000
直線速度 sp055
レーンチェンジ速度 lcspeed47
クランク速度 clspeed36
カーブブレーキ速度 cbrksp1 42
カーブ速度 cbspeed40
時間,パターン,角度,左前,右前,左後,右後,速度,左端,左中,中央,右中,右端,坂
18780,2,-1,15,15,15,15,1,907,793,100,789,875,791
18790,2,0,15,15,15,15,1,876,805,105,773,918,771
18800,2,0,15,15,15,15,1,913,810,91,791,922,779
18810,2,1,15,15,15,15,1,914,821,94,774,915,775
18820,2,1,15,15,15,15,0,885,828,124,786,881,776
18830,2,0,15,15,15,15,0,922,803,104,790,907,769
18840,2,1,15,15,15,15,0,888,794,89,785,921,781
18850,2,0,15,15,15,15,0,895,797,100,802,887,780
18860,2,-1,15,15,15,15,0,893,768,81,800,903,787
18870,2,0,15,15,15,15,0,891,773,96,782,893,770
18880,2,0,15,15,15,15,0,917,798,76,780,893,782
18890,2,0,15,15,15,15,0,923,792,108,806,898,772
18900,2,1,15,15,15,15,0,886,810,107,748,901,791
18910,2,1,15,15,15,15,0,911,812,96,771,907,781
18920,2,1,15,15,15,15,0,896,833,89,770,912,780
18930,2,0,15,15,15,15,0,890,774,101,776,915,770
18940,2,0,15,15,15,15,0,885,770,96,798,904,786
18950,2,-1,15,15,15,15,0,909,749,110,796,884,787
18960,2,0,15,15,15,15,0,892,814,79,810,907,788
18970,2,0,15,15,15,15,0,904,778,81,816,890,789
18980,2,-1,15,15,15,15,0,893,762,127,831,905,773
18990,2,-2,15,15,15,15,0,898,736,94,807,877,781
